id,name,alt,path
454,RU_WebHome_Hero-Forman-MansfieldLecture2019-1440x900,Image of James Forman Jr. book cover.,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-Forman-MansfieldLecture2019-1440x900.jpg
455,RU_WebHome_Hero-GageReception-GalleryShot-1440x900,Gage Gallery reopening,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-GageReception-GalleryShot-1440x900.jpg
456,RU_WebHome_Hero-GageReopeningSchapiroExhibit-1440x900,Steve Schapiro's new exhibit at the reopened Gage Gallery features previously unseen images from the civil rights era,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-GageReopeningSchapiroExhibit-1440x900.jpg
457,RU_WebHome_Hero-HCB-CCCFHonors-1440x900,CCCF Finance Honors Program students with HCB professors and dean,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-HCB-CCCFHonors-1440x900.jpg
458,RU_WebHome_Hero-HistoryGateway-1440x900,Roosevelt History program faculty,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-HistoryGateway-1440x900.jpg
459,RU_WebHome_Hero-Jazmine-Marie-Cruz-1440x900,"Image of a young woman with snow in her hair, holding a blue and white megaphone",Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-Jazmine-Marie-Cruz-1440x900.jpg
460,RU_WebHome_Hero-Lincoln-Laureate-1440x900,"Dylan Warren (center) with The Honorable Ronald Dean Spears, vice chancellor of The Lincoln Academy, and Dr. Stephanie Pace Marshall, chancellor of The Lincoln Academy. Photo courtesy of The Lincoln Academy of Illinois.)",Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-Lincoln-Laureate-1440x900.jpg
461,RU_WebHome_Hero-McNairScholars-1440x900,Roosevelt University McNair Scholars,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-McNairScholars-1440x900.jpg
462,RU_WebHome_Hero-Orr_Martire-1440x900,David Orr and Ralph Martire,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-Orr_Martire-1440x900.jpg
463,RU_WebHome_Hero-RobertJordan-1440x900,"WGN TV anchor Robert H. Jordan, Jr. is Roosevelt's Commencement speaker for May 2019",Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-RobertJordan-1440x900.jpg
464,RU_WebHome_Hero-SimilingStudents-1440x900,Take your place at Roosevelt!,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-SimilingStudents-1440x900.jpg
465,RU_WebHome_Hero-TomGladden-NewTrustee-1440x900,New Roosevelt Board of Trustee member Tom Gladden,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-TomGladden-NewTrustee-1440x900.jpg
466,RU_WebHome_Hero-VickiFuller-1440x900,"Vicki Fuller, 2019 executive in residence",Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-VickiFuller-1440x900.jpg
467,RU_WebHome_Hero-Vote2018-1440x900,polling place sign to vote in November 2018,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-Vote2018-1440x900.jpg
468,RU_WebHome_Hero-WillisBallroom-1440x900,Willis Tower Ballroom and viewing area,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Hero-WillisBallroom-1440x900.jpg
469,RU_WebHome_HeroContent_AdmittedStudentDay_2019-1440x900,Admitted Student Day Spring 2019,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_HeroContent_AdmittedStudentDay_2019-1440x900.jpg
470,RU_WebHome_HeroContent_Matthew-Freeman-Award2019-Beckett-Costello-1440x900,Beckett Costello speaks at the Matthew Freeman Award and Lecture,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_HeroContent_Matthew-Freeman-Award2019-Beckett-Costello-1440x900.jpg
471,RU_WebHome_HeroContent_PresidentAward-HFITF-1440x900,Presidential Social Justice Award Winners,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_HeroContent_PresidentAward-HFITF-1440x900.jpg
472,RU_WebHome_HeroContent_SaveYourSeat_2019-1440x900,Image of two women facing away from the camera looking into the distance.,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_HeroContent_SaveYourSeat_2019-1440x900.jpg
473,RU_WebHome_HeroContent_Vivid_2019-1440x900,"At Vivid 2019, performers take to the stage to showcase their best works. In this picture, a jazz musician sings on a dimly lit stage with a small band accompaniment",Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_HeroContent_Vivid_2019-1440x900.jpg
474,RU_WebHome_HeroContent-PresidentAward-CCPA-1440x900,CCPA Winners of the 2019 Presidential Social Justice Award,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_HeroContent-PresidentAward-CCPA-1440x900.jpg
475,RU_WebHome_HeroContent-Vicki-Fuller-2019-Exec-in-Rez-Award-1440x900,Heller College of Business Dean Asghar Sabbaghi presents an award to Roosevelt University's 2019 Executive-in-Residence Vicki Fuller,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_HeroContent-Vicki-Fuller-2019-Exec-in-Rez-Award-1440x900.jpg
476,RU_WebHome_Infobox-FAFSA-reminder900x675,fill out your fafsa--the earlier the better!,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_Infobox-FAFSA-reminder900x675.jpg
477,RU_WebHome_student-stories-commencement-2019-Braus-1440x900,Nicole Braus,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_student-stories-commencement-2019-Braus-1440x900.jpg
478,RU_WebHome_student-stories-commencement-2019-Kovich-1440x900,Sarah Kovich,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome_student-stories-commencement-2019-Kovich-1440x900.jpg
479,RU_WebHome-Hero-2018FallWeclomeStudents-1440x900,Welcome back students for Fall 2018 Semester!,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome-Hero-2018FallWeclomeStudents-1440x900.jpg
480,RU_WebHome-HeroContent_DaronHagen1440x900,Daron Hagen and crew practicing for Orson Rehearse,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome-HeroContent_DaronHagen1440x900.jpg
481,RU_Webhome-student-stories-commencement-2019-Jaskula-Dybka-1440x900,Michelle Jaskula-Dybka,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Webhome-student-stories-commencement-2019-Jaskula-Dybka-1440x900.jpg
482,RU_Webhome-student-stories-commencement-2019-Puchalski-1440x900,Konrad Puchalski,Images/1440x900-heroes-testimonials-stories-generalpage/RU_Webhome-student-stories-commencement-2019-Puchalski-1440x900.jpg
483,RU_WebHome-student-stories-commencement-spring-2019-AndreMashayekhi-1440x900,Andre Mashayekhi,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHome-student-stories-commencement-spring-2019-AndreMashayekhi-1440x900.jpg
484,RU_WebHomePage_HeroImage_ADC2019_1440x900,The American Dream Reconsidered Conference,Images/1440x900-heroes-testimonials-stories-generalpage/RU_WebHomePage_HeroImage_ADC2019_1440x900.jpg
485,ru-current-social-justice-week-1440x900,Social Justice Week,Images/1440x900-heroes-testimonials-stories-generalpage/ru-current-social-justice-week-1440x900.jpg
486,RU-Oasis-Inclusion-has-no-borders,RU Oasis - Inclusion has no borders,Images/1440x900-heroes-testimonials-stories-generalpage/RU-Oasis-Inclusion-has-no-borders.jpg
487,RU-Sign,Roosevelt University sign,Images/1440x900-heroes-testimonials-stories-generalpage/RU-Sign.jpg
488,ruth-bader-ginsburg,Ruth Bader Ginsburg at the American Dream Reconsidered Conference,Images/1440x900-heroes-testimonials-stories-generalpage/ruth-bader-ginsburg.jpg
489,Ruth-Ginsburg,U.S. Supreme Court Justice Ruth Bader Ginsburg,Images/1440x900-heroes-testimonials-stories-generalpage/Ruth-Ginsburg.png
490,sa_29-Registration-Spring-Summer18_header,Spring and Summer 2018 Registration,Images/1440x900-heroes-testimonials-stories-generalpage/sa_29-Registration-Spring-Summer18_header.jpg
491,sa_31-mobile-app-awareness_fall17,Download the Mobile App,Images/1440x900-heroes-testimonials-stories-generalpage/sa_31-mobile-app-awareness_fall17.jpg
492,sa_34-Homecoming-2017-header,Roosevelt University Homecoming 2016,Images/1440x900-heroes-testimonials-stories-generalpage/sa_34-Homecoming-2017-header.jpg
493,sa_37---Penny-Wars---Hurricane-Relief---Homepage,Penny Wars Hurricane Relief Fundraising,Images/1440x900-heroes-testimonials-stories-generalpage/sa_37---Penny-Wars---Hurricane-Relief---Homepage.jpg
494,sa_40-registration_fall18-landing_page,Fall 2018 Registration,Images/1440x900-heroes-testimonials-stories-generalpage/sa_40-registration_fall18-landing_page.jpg
495,Sam-Al-Helli-during-his-time-working-as-an-interpreter-for-the-US-Marines-in-Iraq,Sam Al Helli during his time working as an interpreter for the US Marines in Iraq.,Images/1440x900-heroes-testimonials-stories-generalpage/Sam-Al-Helli-during-his-time-working-as-an-interpreter-for-the-US-Marines-in-Iraq.jpg
496,Sam-Al-Helli-during-his-time-working-as-an-interpreter-for-the-US-Marines-in-Iraq,Sam Al Helli during his time working as an interpreter for the US Marines in Iraq.,Images/1440x900-heroes-testimonials-stories-generalpage/Sam-Al-Helli-during-his-time-working-as-an-interpreter-for-the-US-Marines-in-Iraq.jpg
497,Sam-Al-Helli,Sam Al Helli,Images/1440x900-heroes-testimonials-stories-generalpage/Sam-Al-Helli.jpg
498,sam-grzelak,Sam Grzelak,Images/1440x900-heroes-testimonials-stories-generalpage/sam-grzelak.jpg
499,Samah-Qasmieh-graduation,Samah Qasmieh and two classmates at the 2017 College of Pharmacy graduation ceremony.,Images/1440x900-heroes-testimonials-stories-generalpage/Samah-Qasmieh-graduation.jpg
500,Sandra-Harrison-Alumni,Roosevelt alumna Sandra Harrison,Images/1440x900-heroes-testimonials-stories-generalpage/Sandra-Harrison-Alumni.jpeg
501,sch-campus-prairie_walk_fawn,A fawn hiding in the grass of the Schaumburg Campus's restored prairie.,Images/1440x900-heroes-testimonials-stories-generalpage/sch-campus-prairie_walk_fawn.jpg
502,schaumburg-business-advisory-board,Schaumburg Business Advisory Board,Images/1440x900-heroes-testimonials-stories-generalpage/schaumburg-business-advisory-board.jpg
503,scholarshipDeltaMuDelta-mateuszKruk,Scholarship Delta Mu Delta Recipient Mateusz Kruk,Images/1440x900-heroes-testimonials-stories-generalpage/scholarshipDeltaMuDelta-mateuszKruk.jpg
504,Sci_Alumni,Science Alumni,Images/1440x900-heroes-testimonials-stories-generalpage/Sci_Alumni.jpg
505,science-student-with-equipment,Student in lab,Images/1440x900-heroes-testimonials-stories-generalpage/science-student-with-equipment.jpg
506,seanHussey-2017,Sean Hussey,Images/1440x900-heroes-testimonials-stories-generalpage/seanHussey-2017.jpg
507,service-day-2017,students at American Dream Service Day,Images/1440x900-heroes-testimonials-stories-generalpage/service-day-2017.jpg
508,Seth-Boustead-at-piano,Seth Boustead at piano,Images/1440x900-heroes-testimonials-stories-generalpage/Seth-Boustead-at-piano.jpg
509,Sharee Zlatkova,Sharee Zlatkova,Images/1440x900-heroes-testimonials-stories-generalpage/Sharee Zlatkova.jpg
510,sharing-notes-feature,Local volunteer musicians performing at area hospitals,Images/1440x900-heroes-testimonials-stories-generalpage/sharing-notes-feature.jpg
511,sivling-lam-and-student,CAS graduate admission counselor Sivling Lam with a student,Images/1440x900-heroes-testimonials-stories-generalpage/sivling-lam-and-student.jpg
512,Smiling-graduate-in-Auditorium,Smiling graduate in Auditorium,Images/1440x900-heroes-testimonials-stories-generalpage/Smiling-graduate-in-Auditorium.jpg
513,soldiers-in-vietnam,archival photo of soldiers in Vietnam,Images/1440x900-heroes-testimonials-stories-generalpage/soldiers-in-vietnam.jpg
514,sonali-patel-tax-prep-1440x900,Sonali Patel assisting a client with tax preparation,Images/1440x900-heroes-testimonials-stories-generalpage/sonali-patel-tax-prep-1440x900.jpg
515,Sonali-Patel,Sonali Patel assisting someone in the Volunteer Income Tax Assistance (VITA) program,Images/1440x900-heroes-testimonials-stories-generalpage/Sonali-Patel.jpg
516,Spring-17-new-students-collage-compilation,Spring '17 new students collage compilation,Images/1440x900-heroes-testimonials-stories-generalpage/Spring-17-new-students-collage-compilation.jpg
517,Spring-2018-Graduates,Aerial picture of students graduating,Images/1440x900-heroes-testimonials-stories-generalpage/Spring-2018-Graduates.jpg
518,st-clair-drake,St. Clair Drake,Images/1440x900-heroes-testimonials-stories-generalpage/st-clair-drake.jpg
519,staff-alumni-rolf-weil-regina-fleischer,"Roosevelt’s longest serving president Rolf Weil (left) meets in 1971 with graduating Roosevelt student Regina Fleischer, a survivor of the Holocaust and a concentration camp.",Images/1440x900-heroes-testimonials-stories-generalpage/staff-alumni-rolf-weil-regina-fleischer.jpg
520,staff-ATRU-portrait-Rich-Regan,Rich Regan,Images/1440x900-heroes-testimonials-stories-generalpage/staff-ATRU-portrait-Rich-Regan.jpg
521,Stefan-Milinkov,Stefan Milinkov,Images/1440x900-heroes-testimonials-stories-generalpage/Stefan-Milinkov.jpg
522,Steve-Ziliak-Guinness,Steve Ziliak at Guinness brewery,Images/1440x900-heroes-testimonials-stories-generalpage/Steve-Ziliak-Guinness.jpg
523,steve-ziliak,Steve Ziliak,Images/1440x900-heroes-testimonials-stories-generalpage/steve-ziliak.png
524,steven-meyers-1440x900,Steven Meyers,Images/1440x900-heroes-testimonials-stories-generalpage/steven-meyers-1440x900.jpg
525,stock-ticker,stock-ticker,Images/1440x900-heroes-testimonials-stories-generalpage/stock-ticker.JPG
526,roosevelt-exterior-wabash,roosevelt-exterior-wabash-side,Images/1440x900-heroes-testimonials-stories-generalpage/stock-ticker/roosevelt-exterior-wabash.jpg
527,Stronger-Grant-Announcement,Four tiled pictures of Roosevelt students walking outside the Auditorium Building and in the classroom,Images/1440x900-heroes-testimonials-stories-generalpage/Stronger-Grant-Announcement.jpg
528,Student-and-staff-volunteering-during-American-Dream-Service-Day,Student and staff volunteering during American Dream Service Day,Images/1440x900-heroes-testimonials-stories-generalpage/Student-and-staff-volunteering-during-American-Dream-Service-Day.jpg
529,Student-at-chalkboard-doing-equations-actuaries,Student at chalkboard doing equations - actuaries,Images/1440x900-heroes-testimonials-stories-generalpage/Student-at-chalkboard-doing-equations-actuaries.jpg
530,student-cleaning-up-environment-and-picking-up-trash-on-earth-day,student cleaning up environment and picking up trash on earth day,Images/1440x900-heroes-testimonials-stories-generalpage/student-cleaning-up-environment-and-picking-up-trash-on-earth-day.jpg
531,Student-Ella-Barker-Ali-Malekzadeh,"Actuarial science student Ella Barker, left, and President Ali Malekzadeh",Images/1440x900-heroes-testimonials-stories-generalpage/Student-Ella-Barker-Ali-Malekzadeh.jpg
532,Student-Essay-winner-Dana-Brown-Jazzy-Celindro-Matt-Schulte,"Student Essay winner - Dana Brown, Jazzy Celindro, Matt Schulte",Images/1440x900-heroes-testimonials-stories-generalpage/Student-Essay-winner-Dana-Brown-Jazzy-Celindro-Matt-Schulte.jpg
533,student-in-front-of-blackboard,Student in front of blackboard,Images/1440x900-heroes-testimonials-stories-generalpage/student-in-front-of-blackboard.jpg
534,Student-in-pink-dress-laughing-Chicago-summer,Student in pink dress smiling - Chicago summer,Images/1440x900-heroes-testimonials-stories-generalpage/Student-in-pink-dress-laughing-Chicago-summer.jpg
535,Student-in-red-plaid-blouse-smiling-Who-Are-We,Student in red plaid blouse smiling - Who Are We?,Images/1440x900-heroes-testimonials-stories-generalpage/Student-in-red-plaid-blouse-smiling-Who-Are-We.jpg
536,Student-in-yellow-shirt-Who-Are-We,Student in Yellow shirt - Who Are We?,Images/1440x900-heroes-testimonials-stories-generalpage/Student-in-yellow-shirt-Who-Are-We.jpg
537,Student-laptop-Wabash-study-room,Roosevelt student working at a laptop in a Wabash Building study room,Images/1440x900-heroes-testimonials-stories-generalpage/Student-laptop-Wabash-study-room.jpg
538,Student-looking-determined,Student looking determined,Images/1440x900-heroes-testimonials-stories-generalpage/Student-looking-determined.jpg
539,Student-on-bike-on-Michigan-Avenue,Student on bike on Michigan Avenue,Images/1440x900-heroes-testimonials-stories-generalpage/Student-on-bike-on-Michigan-Avenue.jpg
540,Student-production-of-Hair,"Student production of ""Hair""",Images/1440x900-heroes-testimonials-stories-generalpage/Student-production-of-Hair.jpg
541,student-pushing-move-in-cart,Student pushing move-in cart,Images/1440x900-heroes-testimonials-stories-generalpage/student-pushing-move-in-cart.jpg
542,Student-spotlight-Angelica-Marrufo,Student spotlight: Angelica Marrufo,Images/1440x900-heroes-testimonials-stories-generalpage/Student-spotlight-Angelica-Marrufo.jpg
543,Student-Spotlight-Vanessa-Nambo,Covers of authentic Spanish-English children's books in Vanessa Nambo's dual language classroom.,Images/1440x900-heroes-testimonials-stories-generalpage/Student-Spotlight-Vanessa-Nambo.jpg
544,Student-Stacy-Garcia-Flores,Criminal justice major Stacy Garcia Flores,Images/1440x900-heroes-testimonials-stories-generalpage/Student-Stacy-Garcia-Flores.jpg
545,Student-standing-outside-Wabash-entrance,Student standing outside Wabash entrance,Images/1440x900-heroes-testimonials-stories-generalpage/Student-standing-outside-Wabash-entrance.jpg
